,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Losing Religion,What happens to America’s fight for equality if the traditional Black church disappears?,Religionsverlust,"Was geschieht mit Amerikas Kampf für Gleichheit, wenn die traditionelle schwarze Kirche verschwindet?",Perder la religión,¿Qué pasa con la lucha de Estados Unidos por la igualdad si desaparece la iglesia tradicional negra?,Perdre la religion,Qu'arrive-t-il aux Américains qui luttent pour l'égalité si l'église noire traditionnelle disparaît ?,丧失宗教信仰,"如果传统的黑人教会消失,美国争取平等的斗争会怎么样?"
1,A blow to judicial power and a win for Trump,The Supreme Court curtails judges’ ability to block the president’s agenda,Ein Schlag auf die richterliche Macht und ein Sieg für Trump,"Der Oberste Gerichtshof beschränkt Richter die Fähigkeit, die Agenda des Präsidenten zu blockieren",Un golpe al poder judicial y una victoria para Trump,La Corte Suprema limita la capacidad de los jueces para bloquear la agenda del presidente,Un coup au pouvoir judiciaire et une victoire pour Trump,La Cour suprême limite la capacité des juges à bloquer l'ordre du jour du président,对司法权力的打击和特朗普的胜利,最高法院限制法官阻止总统议程的能力
2,America’s role in the Middle East,"Our weekly podcast on democracy in America. This week, the United States helped to broker a ceasefire between Israel and Iran. But how firm is it? And how stable are the leaders in Tel Aviv and Tehran?",Amerikas Rolle im Nahen Osten,"Unsere wöchentliche Podcast über Demokratie in Amerika. Diese Woche haben die Vereinigten Staaten geholfen, einen Waffenstillstand zwischen Israel und Iran zu vermitteln. Aber wie fest ist es? Und wie stabil sind die Führer in Tel Aviv und Teheran?",El papel de Estados Unidos en Oriente Medio,"Esta semana, Estados Unidos ayudó a negociar un alto el fuego entre Israel e Irán. Pero, ¿qué tan firme es? ¿Y cuán estables son los líderes en Tel Aviv y Teherán?",Rôle de l'Amérique au Moyen-Orient,"Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, les États-Unis ont aidé à négocier un cessez-le-feu entre Israël et l'Iran. Mais comment est-ce ferme? Et à quel point les dirigeants de Tel-Aviv et de Téhéran sont-ils stables?",美国在中东的作用,"我们每周一次的关于美国民主的播客。本周,美国帮助促成以色列和伊朗之间的停火。但是,停火有多坚定?特拉维夫和德黑兰的领导人有多稳定?"
3,"Zohran Mamdani, Trump’s “worst nightmare”, may really be a gift to him",The young socialist could exemplify the sort of leader the Democrats need. He also offers Republicans an easy target,"Zohran Mamdani, Trumps schwerster Albtraum, könnte wirklich ein Geschenk für ihn sein","Der junge Sozialist könnte die Art von Führer, den die Demokraten brauchen, exemplifizieren. Er bietet auch Republikanern ein leichtes Ziel","Zohran Mamdani, la “peor pesadilla” de Trump, puede ser realmente un regalo para él",El joven socialista podría ilustrar el tipo de líder que los demócratas necesitan. También ofrece a los republicanos un blanco fácil,"Zohran Mamdani, Trump, le pire cauchemar, peut vraiment être un cadeau pour lui",Le jeune socialiste pourrait illustrer le genre de leader dont les démocrates ont besoin. Il offre aussi aux républicains une cible facile,"特朗普(Trump)的“最恶梦”Zohran Mamdani,",年轻的社会主义者可以证明民主党需要什么样的领袖。 他还向共和党提供容易的目标。
4,Is being bilingual good for your brain?,"Perhaps. Learning languages offers other, more concrete benefits",Ist Zweisprachigkeit gut für dein Gehirn?,"Vielleicht. Sprachen lernen bietet andere, konkretere Vorteile",¿Ser bilingüe es bueno para tu cerebro?,Tal vez. Aprender idiomas ofrece otros beneficios más concretos,Être bilingue est-il bon pour votre cerveau ?,Peut-être. L'apprentissage des langues offre d'autres avantages plus concrets.,双语对大脑有好处吗?,"也许,学习语言可以提供其他更具体的好处"
5,Six books about tennis’s greatest players,Enjoy these titles with strawberries and a glass of Pimms,Sechs Bücher über die größten Tennisspieler,Genießen Sie diese Titel mit Erdbeeren und einem Glas Pimms,Seis libros sobre los mejores jugadores de tenis,Disfruta de estos títulos con fresas y un vaso de Pimms,Six livres sur les plus grands joueurs de tennis,Profitez de ces titres avec des fraises et un verre de Pimms,有关网球最伟大的球员的六本书,用草莓和一杯平姆酒来享受这些称号
6,Can Daniel Noboa save Ecuador without trampling its democracy?,Also on the daily podcast: the imperturbability of global markets and our “Archive 1945” project looks back on the UN’s founding,"Kann Daniel Noboa Ecuador retten, ohne seine Demokratie zu zertreten?","Auch auf dem Tagespodcast: Die Unerschütterlichkeit der globalen Märkte und unser Projekt ""Archiv 1945"" blickt zurück auf die UN-Gründung",¿Puede Daniel Noboa salvar a Ecuador sin pisotear su democracia?,También en el podcast diario: la imperturbabilidad de los mercados globales y nuestro proyecto “Archivo 1945” recuerda la fundación de la ONU,Daniel Noboa peut-il sauver l'Équateur sans piétiner sa démocratie ?,Aussi sur le podcast quotidien : l'imperturbabilité des marchés mondiaux et notre projet d'Archive 1945,丹尼尔·诺沃亚能否不践踏厄瓜多尔的民主而拯救厄瓜多尔?,"也是在每日播客上:全球市场和我们的 "" 1945年稳定 "" 项目的不可无容性回顾联合国的成立。"
7,The six best “lost” albums,Great records that have been mislaid and rediscovered,Die sechs besten Alben,"Große Aufzeichnungen, die falsch abgelegt und wiederentdeckt wurden",Los seis mejores álbumes “perdidos”,Grandes discos que han sido extraviados y redescubiertos,Les six meilleurs albums,De grands disques qui ont été mis en erreur et redécouverts,六张最佳“丢失”专辑,"曾被错置和重新发现的伟大记录,"
8,What to watch this weekend,Stories of restaurants and robots,Was an diesem Wochenende zu sehen,Geschichten von Restaurants und Robotern,Qué ver este fin de semana,Historias de restaurantes y robots,Que regarder ce week-end,Histoires de restaurants et de robots,这周末看什么看这个周末,餐馆和机器人的故事
9,Jabs get a right hook,"Our daily political update, featuring the stories that matter",Jabs bekommen einen richtigen Haken,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Los jabs tienen un gancho derecho.,"Nuestra actualización política diaria, con las historias que importan",Les jabs ont un crochet droit,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",Jabs 右勾拳,"我们每天的政治最新情况,特别报道重要的故事"
