,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Can Daniel Noboa save Ecuador without trampling its democracy?,Also on the daily podcast: the imperturbability of global markets and our “Archive 1945” project looks back on the UN’s founding,"Kann Daniel Noboa Ecuador retten, ohne seine Demokratie zu zertreten?","Auch auf dem Tagespodcast: Die Unerschütterlichkeit der globalen Märkte und unser Projekt ""Archiv 1945"" blickt zurück auf die UN-Gründung",¿Puede Daniel Noboa salvar a Ecuador sin pisotear su democracia?,También en el podcast diario: la imperturbabilidad de los mercados globales y nuestro proyecto “Archivo 1945” recuerda la fundación de la ONU,Daniel Noboa peut-il sauver l'Équateur sans piétiner sa démocratie ?,Aussi sur le podcast quotidien : l'imperturbabilité des marchés mondiaux et notre projet d'Archive 1945,丹尼尔·诺沃亚能否不践踏厄瓜多尔的民主而拯救厄瓜多尔?,"也是在每日播客上:全球市场和我们的 "" 1945年稳定 "" 项目的不可无容性回顾联合国的成立。"
1,The six best “lost” albums,Great records that have been mislaid and rediscovered,Die sechs besten Alben,"Große Aufzeichnungen, die falsch abgelegt und wiederentdeckt wurden",Los seis mejores álbumes “perdidos”,Grandes discos que han sido extraviados y redescubiertos,Les six meilleurs albums,De grands disques qui ont été mis en erreur et redécouverts,六张最佳“丢失”专辑,"曾被错置和重新发现的伟大记录,"
2,What to watch this weekend,Stories of restaurants and robots,Was an diesem Wochenende zu sehen,Geschichten von Restaurants und Robotern,Qué ver este fin de semana,Historias de restaurantes y robots,Que regarder ce week-end,Histoires de restaurants et de robots,这周末看什么看这个周末,餐馆和机器人的故事
3,Jabs get a right hook,"Our daily political update, featuring the stories that matter",Jabs bekommen einen richtigen Haken,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Los jabs tienen un gancho derecho.,"Nuestra actualización política diaria, con las historias que importan",Les jabs ont un crochet droit,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",Jabs 右勾拳,"我们每天的政治最新情况,特别报道重要的故事"
4,"On its tenth birthday, gay marriage in America is under attack",Republican support for same-sex marriage is dropping fast,An seinem zehnten Geburtstag wird Homosexuell Ehe in Amerika angegriffen,Republikanische Unterstützung für gleichgeschlechtliche Ehe fällt schnell,"En su décimo cumpleaños, el matrimonio gay en Estados Unidos está bajo ataque",El apoyo republicano al matrimonio entre personas del mismo sexo está cayendo rápidamente,"À son dixième anniversaire, le mariage gay en Amérique est attaqué",Le soutien républicain au mariage de même sexe est en baisse rapide,"在美国同志婚姻在十岁生日时,",共和党对同性婚姻的支持正在迅速下降
5,Iran has come back online—for now,The regime has a long history of cutting access to the internet,Iran ist wieder online gekommen – für jetzt,Das Regime hat eine lange Geschichte des Schneidens des Zugangs zum Internet,"Irán ha vuelto a estar en línea, por ahora",El régimen tiene una larga historia de cortar el acceso a Internet,L'Iran est revenu en ligne — pour l'instant,Le régime a une longue histoire de couper l'accès à Internet,"伊朗已经回到网络上,",该政权有切断互联网接入的悠久历史
6,Will AI eat the advertising industry?,"Our podcast on markets, the economy and business. This week, is the job of the advertising creative about to be fully automated?",Wird KI die Werbebranche essen?,"Unser Podcast über Märkte, Wirtschaft und Wirtschaft. Ist diese Woche die Aufgabe der Werbeschaffenden dabei, voll automatisiert zu werden?",¿Se comerá IA la industria de la publicidad?,"Nuestro podcast sobre mercados, economía y negocios. Esta semana, ¿está el trabajo de los creativos publicitarios a punto de ser completamente automatizados?",L'IA mangera-t-elle l'industrie de la publicité?,"Notre podcast sur les marchés, l'économie et les entreprises. Cette semaine, le travail de la publicité créative est-il sur le point d'être entièrement automatisé?",AI会吃广告业吗?,"在市场、经济和商业上播客。本周,广告创意的工作即将完全自动化吗?"
7,"This is Europe’s Manhattan Project moment, argues a tech boss","NATO’s front line needs more money, says Gundbert Scherf, but just as important is smarter technology","Dies ist Europas Manhattan Projekt Moment, argumentiert ein Tech-Chef","NATO-Front braucht mehr Geld, sagt Gundbert Scherf, aber genauso wichtig ist intelligentere Technologie","Este es el momento del Proyecto Manhattan de Europa, argumenta un jefe de tecnología","La primera línea de la OTAN necesita más dinero, dice Gundbert Scherf, pero igual de importante es la tecnología más inteligente","C'est le moment du projet de Manhattan d'Europe, soutient un boss de la technologie","La première ligne de l'OTAN a besoin de plus d'argent, dit Gundbert Scherf, mais tout aussi important est la technologie plus intelligente","这是欧洲曼哈顿项目时刻,","Gundbert Scherf指出,北约前线需要更多的钱,但同样重要的是更聪明的技术。"
8,"Violeta Chamorro was a mother first, a ruler second","The first female president of Nicaragua died on June 14th, aged 95","Violeta Chamorro war eine Mutter zuerst, eine Herrscherin zweite","Die erste Präsidentin Nicaraguas starb am 14. Juni, im Alter von 95 Jahren","Violeta Chamorro fue madre primero, gobernante segundo","La primera presidenta de Nicaragua murió el 14 de junio, a los 95 años.","Violeta Chamorro était une mère d'abord, une gouvernante seconde","La première femme présidente du Nicaragua est décédée le 14 juin, âgée de 95 ans.","维奥莱塔·查莫罗是母亲第一,统治者第二","尼加拉瓜第一位女总统于6月14日去世,"
9,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
10,“F1 The Movie” is a very expensive promotional film,Will it rev up new fans for the motorsport?,Der Film ist ein sehr teurer Werbefilm,Wird es neue Fans für den Motorsport auffrischen?,“F1 The Movie” es una película promocional muy cara,¿Va a mejorar los nuevos fans para el automovilismo?,Le film est un film promotionnel très cher,Est-ce qu'il va redynamiser de nouveaux fans pour le sport automobile ?,“F1电影”是一部非常昂贵的促销影片。,电动运动会吸引新球迷吗?
11,"William F. Buckley, the man who put the charm into conservatism",He was the 20th century’s most influential journalist,"William F. Buckley, der Mann, der den Charme in den Konservatismus setzte",Er war der einflussreichste Journalist des 20. Jahrhunderts.,"William F. Buckley, el hombre que puso el encanto en el conservadurismo",Fue el periodista más influyente del siglo XX.,"William F. Buckley, l'homme qui a mis le charme dans le conservatisme",Il était le journaliste le plus influent du XXe siècle.,William F. Buckley 将魅力投入保守主义的人,他是20世纪最有影响力的记者
12,Distrust in public-health institutions is not just an American problem,Across the rich world politics is driving scepticism,Misstrauen gegenüber öffentlichen Gesundheitseinrichtungen ist nicht nur ein amerikanisches Problem,In der reichen Weltpolitik treibt dies Skepsis an,La desconfianza en las instituciones de salud pública no es sólo un problema estadounidense,En todo el rico mundo la política está impulsando el escepticismo,La méfiance à l'égard des institutions de santé publique n'est pas seulement un problème américain.,"Dans le monde riche, la politique est source de scepticisme.",对公共卫生机构的不信任不仅仅是一个美国问题,全世界富饶的政治 正在引发怀疑
13,"Wendell Weeks, the small-town boss at the big-tech table",Corning’s boss is a corporate stalwart with a passion for glass,"Wendell Weeks, der kleine Stadtboss am Big-Tech-Tisch",Corning-Chef ist ein Corporate-stalwart mit einer Leidenschaft für Glas,"Wendell Weeks, el jefe de la pequeña ciudad en la mesa de grandes tecnologías",El jefe de Corning es un incondicional corporativo con una pasión por el vidrio,"Wendell Weeks, le patron de la petite ville à la table des grandes technologies",Le patron de Corning est un stalwart d'entreprise avec une passion pour le verre,"Wendell Wheeks, 在大科技台的小镇老板",康宁的上司是一对玻璃热情的 企业铁石场
14,Behind the world’s fragrances sits a shadowy oligopoly,Trustbusters have been poking their noses into it,Hinter den Düften der Welt sitzt ein schattiges Oligopol,Treuhandbuster haben ihre Nasen hineingestochen.,Detrás de las fragancias del mundo se encuentra un oligopolio oscuro,Los asesinos de confianza han estado metiendo sus narices en ello.,Derrière le monde les parfums se trouvent un oligopole ombreux,Les trustbusters ont mis leur nez dedans.,"在世界香味的背后, 有一种阴暗的寡头寡头,",受信任的打手一直在打探 他们的鼻子在里面
15,Who needs Accenture in the age of AI?,The self-styled reinvention powerhouse faces its toughest job yet—remaking itself,Wer braucht Accenture im Zeitalter der KI?,Das selbstentwickelte Wiedererfindungs-Kraftwerk steht noch vor seiner härtesten Aufgabe – sich selbst zu reproduzieren,¿Quién necesita Accenture en la era de la IA?,La autoproclamada potencia de la reinvención se enfrenta a su trabajo más duro hasta ahora —rehaciéndose a sí misma,Qui a besoin d'Accenture à l'ère de l'IA?,L'auto-réinventeur est confronté à son travail le plus difficile encore — se reformulant lui-même,谁在AI年龄需要Accenture?,自我自封的改造动力厂 面对着最艰难的工作
16,How to tell the West’s car industry really is in trouble,"Suppliers, once far more profitable than auto firms, are struggling",Wie man der West-Auto-Industrie wirklich zu sagen ist in Schwierigkeiten,"Lieferanten, einmal weit profitabler als Autofirmen, kämpfen",Cómo decir que la industria automovilística de Occidente realmente está en problemas,"Los proveedores, una vez mucho más rentables que las empresas de automóviles, están luchando",Comment dire à l'industrie automobile de l'Ouest est vraiment en difficulté,"Les fournisseurs, une fois de plus rentables que les entreprises automobiles, luttent",如何告诉西方汽车工业真的有麻烦,供应商比汽车公司更有利可图
