,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,False rumors of Minneapolis ICE raid spark protest as police decry ‘irresponsible’ info from elected officials,"Hennepin County Sheriff Dawanna Witt slams elected officials for falsely claiming criminal warrant was an ICE raid, potentially &quot;inciting riots&quot; in Minneapolis.","Falsche Gerüchte von Minneapolis ICE Razzia Funken Protest als Polizei decry ""unverantwortlich"" info von gewählten Beamten","Hennepin County Sheriff Dawanna Witt slams gewählten Beamten für fälschlicherweise behauptet kriminellen Haftbefehl war ein ICE-Razzia, potenziell &quot;anregende Aufstände&quot; in Minneapolis.",Falsos rumores de redada de Minneapolis ICE chispa protesta como denuncia policial ‘irresponsable’ información de los funcionarios electos,"El sheriff del condado de Hennepin, Dawanna Witt, critica a funcionarios elegidos por alegar falsamente que la orden penal fue una redada del ICE, potencialmente &quot;incitando disturbios&quot; en Minneapolis.",Fausses rumeurs de Minneapolis ICE raid étincelle protestation que la police décry ‘irresponsable de l'information des élus,"Le shérif du comté de Hennepin, Dawanna Witt, s'en prend aux responsables élus pour avoir prétendu faussement revendiqué un mandat criminel, a été un raid de l'ICE, qui a potentiellement incité à des émeutes et à des citations à Minneapolis.","Minneapolis ICE突袭的虚假谣言激起抗议,","Hennepin县警长Dawanna Witt抨击选举产生的官员,"
1,"FCC Commissioner Simington expected to abruptly leave agency, potential replacement revealed","Nathan Simington is expected to leave the agency by the end of the week, and his 31-year-old chief of staff may take his place.","FCC-Kommissar Simington erwartet abrupt verlassen Agentur, mögliche Ersatz enthüllt","Nathan Simington soll die Agentur bis Ende der Woche verlassen, und sein 31-jähriger Stabschef kann seinen Platz einnehmen.","El Comisario de la FCC, Simington, esperaba abandonar abruptamente la agencia, según revela el posible reemplazo","Nathan Simington se espera que deje la agencia para el final de la semana, y su jefe de personal de 31 años puede tomar su lugar.","Le commissaire de FAC Simington s'attendait à quitter brusquement l'agence, un éventuel remplacement a été révélé.","Nathan Simington devrait quitter l'agence d'ici la fin de la semaine, et son chef d'état-major de 31 ans pourrait prendre sa place.","公平竞争委员会专员Simington预计突然离开代理机构,可能更换的人透露","Nathan Simington预计将在周末离开中介机构,他31岁的参谋长可代行其职。"
2,"Woman sues over spicy restaurant dish, plus viral debate among flight passengers over masks","The Fox News Lifestyle Newsletter brings you trending stories on family, travel, food, neighbors helping neighbors, pets, autos, military veterans, heroes, faith and American values.","Frau verklagt über würziges Restaurantgericht, plus virale Debatte unter Flugpassagieren über Masken","The Fox News Lifestyle Newsletter bringt Sie Trendgeschichten über Familie, Reisen, Essen, Nachbarn helfen Nachbarn, Haustiere, Autos, Militärveteranen, Helden, Glauben und amerikanische Werte.","La mujer demanda por plato de restaurante picante, más el debate viral entre los pasajeros de vuelo por máscaras","The Fox News Lifestyle Newsletter te trae historias de moda sobre familia, viajes, comida, vecinos ayudando a vecinos, mascotas, autos, veteranos militares, héroes, fe y valores estadounidenses.","La femme poursuit sur un plat de restaurant épicé, plus débat viral parmi les passagers de vol au-dessus des masques","Le Fox News Lifestyle Newsletter vous propose des histoires tendance sur la famille, les voyages, la nourriture, les voisins aidant les voisins, les animaux de compagnie, les automobiles, les anciens combattants, les héros, la foi et les valeurs américaines.","女性对辣辣餐厅餐盘提出诉讼,加上飞行乘客为遮面而进行病毒辩论",福克斯新闻《生活方式通讯》带来关于家庭、旅行、食物、邻居帮助邻居、宠物、汽车、退伍军人、英雄、信仰和美国价值观的流行故事。
3,American tennis star Jessica Pegula slams 'absolutely crazy' comments after losing French Open match,American tennis star Jessica Pegula called out critics for the comments she&apos;s received on social media after her loss to Loïs Boisson in the French Open.,American tennis star Jessica Pegula slams 'absolut verrückt' Kommentare nach dem Verlust French Open Spiel,"Die US-amerikanische Tennisstarin Jessica Pegula rief Kritiken für die Kommentare von She&apos hervor, die sie nach ihrem Verlust an Loïs Boisson in den French Open auf Social Media erhielt.","Jessica Pegula, estrella de tenis estadounidense, comenta 'absolutamente loca' después de perder el partido del Abierto de Francia","Jessica Pegula, actriz de tenis estadounidense, llamó a los críticos por los comentarios que recibió en las redes sociales después de su derrota ante Loïs Boisson en el Abierto de Francia.",La star américaine de tennis Jessica Pegula slams 'absolument fou' commente après avoir perdu le match ouvert français,La star américaine du tennis Jessica Pegula a appelé les critiques pour les commentaires qu'elle a reçus sur les médias sociaux après sa perte à Loïs Boisson dans l'Open français.,"美国网球明星Jessica Peguula在失去法式公开比赛后,","美国网球明星Jessica Pegula在法国公开赛失去Lois Boisson后,"
4,Laken Riley's sister says family has 'hope' after Trump immigration changes: 'Still a lot to be done',EXCLUSIVE: Laken Riley’s sister said that she and her family have &quot;hope&quot; due to the immigration policies President Donald Trump has put in place.,"Laken Rileys Schwester sagt, die Familie habe 'Hoffnung' nach Trumps Einwanderungsänderungen: 'Noch viel zu tun'","EXCLUSIVE: Laken Rileys Schwester sagte, dass sie und ihre Familie haben &quot;hope&quot; aufgrund der Einwanderungspolitik Präsident Donald Trump hat in Kraft gesetzt.",La hermana de Laken Riley dice que la familia tiene 'esperanza' después de que Trump cambie de inmigración: 'Todavía queda mucho por hacer',EXCLUSIVA: La hermana de Laken Riley dijo que ella y su familia tienen &quot;esperanza&quot; debido a las políticas de inmigración que el presidente Donald Trump ha puesto en marcha.,La sœur de Laken Riley dit que la famille a « l'espoir » après les changements d'immigration Trump : « Il reste encore beaucoup à faire »,"EXCLUSIF: Laken Riley , sœur de la famille, a dit qu'elle et sa famille ont &quot;hope&quot; en raison de la politique d'immigration le président Donald Trump a mis en place.","Laken Riley的妹妹说,Trump移民变更后,","Laken Riley的妹妹说她和她的家人有 & qut; hopee & quot; 因为总统唐纳德·特朗普(Donald Trump)制定了移民政策,"
5,"'Not recommended for human consumption' label may be required on chips, candies in Texas","New Texas legislation would require warning labels on products containing any of 44 listed ingredients, including synthetic food dyes and bleached flour.","'Nicht für den menschlichen Verzehr empfohlen' Etikett kann auf Chips, Bonbons in Texas erforderlich sein","In den neuen Rechtsvorschriften von Texas würden Warnetiketten für Produkte mit 44 aufgeführten Inhaltsstoffen, einschließlich synthetischer Lebensmittelfarbstoffe und gebleichtem Mehl, vorgeschrieben.","La etiqueta ""No recomendada para el consumo humano"" puede ser requerida en chips, caramelos en Texas","La nueva legislación de Texas requeriría etiquetas de advertencia sobre productos que contienen cualquiera de los 44 ingredientes listados, incluyendo colorantes de alimentos sintéticos y harina blanqueada.","L'étiquette « Non recommandé pour la consommation humaine » peut être exigée sur les puces, bonbons au Texas","La nouvelle législation du Texas exigerait des étiquettes d'avertissement sur les produits contenant l'un des 44 ingrédients énumérés, y compris les colorants alimentaires synthétiques et la farine blanchie.",在德克萨斯州的糖果薯片上可能需要贴“不推荐供人类消费”标签。,"新的得克萨斯州立法将要求对含有44种所列成分中任何一种成分的产品,包括合成食品染料和漂白面粉,贴上警告标签。"
6,"Germany's Merz to 'adapt' to Trump during high-stakes meeting on tariffs, defense","German Chancellor Merz&apos;s meeting with President Trump is expected to cover trade disputes and defense concerns, with Merz backing Trump&apos;s call to increase NATO&apos;s military spending.","Deutschlands Merz zur ""Anpassung"" an Trump bei High-Stakes-Treffen zu Tarifen, Verteidigung","Der deutsche Bundeskanzler Merz&apos wird erwartet, dass sein Treffen mit Präsident Trump Handelsstreitigkeiten und Verteidigungsbedenken abdecken wird, wobei Merz Trump&apos unterstützt; sein Aufruf, die NATO&apos zu erhöhen; seine Militärausgaben.","Merz de Alemania para 'adaptarse' a Trump durante la reunión de alto riesgo sobre aranceles, defensa","Se espera que la reunión del canciller alemán Merz&apos con el presidente Trump cubra las disputas comerciales y las preocupaciones de defensa, con Merz apoyando a Trump&apos; el llamado a aumentar el gasto militar de la OTAN&apos.","L'Allemand Merz « s'adaptera » à Trump lors d'une réunion de haut niveau sur les tarifs, la défense","La réunion du chancelier allemand Merz&apos avec le président Trump devrait couvrir les différends commerciaux et les préoccupations en matière de défense, avec l'appui de Merz Trump&apos; les appels à augmenter les dépenses militaires de l'OTAN&apos.",德国的Merz在关于关税、国防的 高征会议中“适应”特朗普的“适应”,"德国总理梅兹和阿波斯(Merz&apos);与特朗普总统的会晤预计将讨论贸易争端和国防问题,梅兹支持特朗普和阿波斯(Trump&apos);呼吁增加北约和阿波斯(apos);军费开支。"
7,Former Biden officials ridicule Karine Jean-Pierre's book as 'bizarre cash grab',Karine Jean Pierre was ridiculed by several former Biden officials and White House staffers after she revealed she was ditching the Democratic Party and publishing a new book.,"Ehemalige Biden-Beamte verspotten Karine Jean-Pierre's Buch als ""bizarren Bargeldraub""","Karine Jean Pierre wurde von mehreren ehemaligen Biden-Beamten und Angestellten des Weißen Hauses verspottet, nachdem sie enthüllt hatte, dass sie die Demokratische Partei verließ und ein neues Buch veröffentlichte.","Los ex funcionarios de Biden ridiculizan el libro de Karine Jean-Pierre como ""agarro de dinero extraño""",Karine Jean Pierre fue ridiculizada por varios ex funcionarios de Biden y empleados de la Casa Blanca después de revelar que estaba abandonando el Partido Demócrata y publicando un nuevo libro.,"Ancien ridiculisateur de fonctionnaires Biden, Karine Jean-Pierre, livre de «Bizarre cash hack»",Karine Jean Pierre a été ridiculisée par plusieurs anciens fonctionnaires de Biden et employés de la Maison Blanche après avoir révélé qu'elle laissait tomber le Parti démocratique et publiait un nouveau livre.,"前拜登官员嘲笑Karine Jean-Pierre的书,","卡琳·让·皮埃尔被几名前拜登官员和白宫工作人员嘲笑,因为她透露她正在抛弃民主党并出版一本新书。"
8,Supreme Court sides with US gunmakers in case centered on Mexican cartel violence,The Supreme Court ruled Thursday in favor of U.S. gun manufacturers who were sued by Mexico over allegations they aided and abetted illegal gun sales to Mexican cartels.,Oberster Gerichtshof tagt mit US-Geschützenmachern im Fall zentriert auf mexikanische Kartellgewalt,"Das Oberste Gericht entschied Donnerstag zugunsten der US-amerikanischen Waffenhersteller, die von Mexiko wegen Vorwürfen verklagt wurden, die sie unterstützten und illegale Waffenverkäufe an mexikanische Kartelle wettgemachten.",Corte Suprema se opone a los armamentistas estadounidenses en un caso centrado en la violencia del cártel mexicano,La Corte Suprema falló el jueves a favor de los fabricantes de armas estadounidenses que fueron demandados por México por acusaciones que ayudaron e instigaron a la venta ilegal de armas a cárteles mexicanos.,La Cour suprême s'oppose aux fabricants d'armes américains dans une affaire centrée sur la violence des cartels mexicains,La Cour suprême a statué jeudi en faveur des fabricants américains d'armes à feu qui ont été poursuivis par le Mexique au sujet d'allégations qu'ils ont aidé et encouragé la vente illégale d'armes à des cartels mexicains.,最高法院与美国枪支制造者在案件中的立案方 以墨西哥卡特尔暴力为中心,"最高法院在星期四作出有利于美国枪支制造商的裁决,墨西哥起诉这些制造商,指控他们协助和教唆向墨西哥卡特尔非法出售枪支。"
9,Florida men charged in fatal boating hit-and-run of 15-year-old ballerina,"Two Florida men face misdemeanor charges in connection with the boating hit-and-run death of 15-year-old ballerina Ella Adler, who was killed while wakeboarding in Key Biscayne.",Florida Männer in tödlichen Bootfahren Hit-and-Run von 15-jährigen Ballerina angeklagt,"Zwei Florida-Männer stehen vor Misshandlungen im Zusammenhang mit dem Bootfahren Hit-and-Run Tod der 15-jährigen Ballerina Ella Adler, die während Wakeboarding in Key Biscayne getötet wurde.",Hombres de Florida acusados de atropello y fuga fatal en bote de bailarina de 15 años de edad,"Dos hombres de Florida enfrentan cargos por delitos menores en relación con la muerte atropellada y fugada de la bailarina Ella Adler, de 15 años, quien fue asesinada mientras hacía wakeboard en Key Biscayne.",Les hommes de Floride inculpés en bateau fatale frappe-et-cours de ballerine de 15 ans,"Deux hommes de Floride font face à des accusations de délit en rapport avec la mort de la ballerine de 15 ans Ella Adler, qui a été tuée pendant le wakeboard à Key Biscayne.",佛罗里达男子被控 致命的船船 击打和跑 15岁的芭蕾舞女,两名佛罗里达男子因15岁的芭蕾舞女Ella Adler在Key Biscayne的登船后被击落身亡而面临轻罪指控。
