,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Putin unleashes a summer offensive to break Ukraine,His killing machine has been told to deliver a glorious victory at any cost,"Putin entfesselt eine Sommeroffensive, um die Ukraine zu brechen","Seine Tötungsmaschine wurde aufgefordert, um jeden Preis einen glorreichen Sieg zu erringen.",Putin desata una ofensiva de verano para romper Ucrania,Se le ha dicho a su máquina de matar que logre una victoria gloriosa a cualquier precio.,Poutine lance une offensive d'été pour briser l'Ukraine,Sa machine à tuer a été dit de livrer une victoire glorieuse à tout prix,"普京发动夏日攻攻,以摧毁乌克兰",他的杀人机器 奉命不惜一切代价 取得辉煌的胜利
1,Sending the National Guard to LA is not about stopping rioting,The city is being punished for resisting the Trump administration’s deportation efforts,"Die Nationalgarde nach L.A. zu schicken, geht nicht darum, Krawalle zu stoppen.","Die Stadt wird bestraft, weil sie der Trump-Administration Widerstand leistet.",Enviar a la Guardia Nacional a Los Ángeles no es parar los disturbios.,La ciudad está siendo castigada por resistirse a los esfuerzos de deportación de la administración Trump,Envoyer la Garde nationale à Los Angeles ne consiste pas à arrêter les émeutes,La ville est punie pour avoir résisté aux efforts de déportation de l'administration Trump,派国民警卫队去洛杉矶 不是为了阻止暴乱,"因为抵制特朗普政府驱逐行动,"
2,Can Tim Cook stop Apple going the same way as Nokia?,It’s time to tear up the rule book,Kann Tim Cook stoppen Apple gehen die gleiche Weise wie Nokia?,"Es ist Zeit, das Regelbuch aufzureißen",¿Puede Tim Cook dejar de Apple yendo de la misma manera que Nokia?,Es hora de romper el libro de reglas,Tim Cook peut-il arrêter Apple comme Nokia ?,C'est l'heure de déchirer le livre des règles,蒂姆·库克能阻止苹果和诺基亚一样吗?,是时候撕毁规则书了
3,Cover Story newsletter: How we chose the cover image,,Cover Story Newsletter: Wie wir das Coverbild gewählt haben,,Portada del boletín: Cómo elegimos la imagen de la portada,,Cover Story newsletter: Comment nous avons choisi l'image de couverture,,封面新闻通讯:我们如何选择封面图像,
4,Trump’s war on DEI,"Our weekly podcast on democracy in America. Donald Trump has attacked DEI throughout the government, and the private sector has shuttered many DEI offices. We look at the government’s war on affirmative action, and how it may change the workplace.",Trumps Krieg gegen DEI,"Unser wöchentlicher Podcast über Demokratie in Amerika. Donald Trump hat DEI überall in der Regierung angegriffen, und der Privatsektor hat viele DEI-Büros geschlossen. Wir betrachten die Regierung als einen Krieg gegen affirmative Maßnahmen und wie sie den Arbeitsplatz verändern könnte.",La guerra de Trump contra la DEI,"Nuestro podcast semanal sobre la democracia en Estados Unidos. Donald Trump ha atacado la DEI en todo el gobierno, y el sector privado ha cerrado muchas oficinas de la DEI. Observamos la guerra del gobierno contra la acción afirmativa y cómo puede cambiar el lugar de trabajo.",La guerre de Trump contre le DEI,"Notre podcast hebdomadaire sur la démocratie en Amérique. Donald Trump a attaqué la DEI dans tout le gouvernement, et le secteur privé a bloqué de nombreux bureaux de DEI. Nous regardons la guerre du gouvernement sur l'action positive, et comment elle peut changer le lieu de travail.",特朗普对迪伊的战争,"我们每周一次的关于美国民主的播客。 唐纳德·特朗普在整个政府中袭击了国防和情报局,而私营部门也关闭了许多国防和情报局办公室。 我们审视了政府在平权行动方面的战争,以及它如何改变工作场所。"
5,Donald Trump has many ways to hurt Elon Musk,The incentives for Mr Musk to make up with the president are powerful,"Donald Trump hat viele Möglichkeiten, Elon Musk zu verletzen","Die Anreize für Herrn Musk, den Präsidenten wiedergutzumachen, sind gewaltig.",Donald Trump tiene muchas maneras de herir a Elon Musk,Los incentivos para que el Sr. Musk compense con el Presidente son poderosos,Donald Trump a plusieurs façons de blesser Elon Musk,Les incitations pour M. Musk à se réconcilier avec le président sont puissantes,唐纳德・特朗普有很多方法 伤害伊隆・穆斯克,促使穆克先生和总统和解的激励力非常强大
6,The 11-year-old Ukrainian YouTuber snapping at MrBeast’s heels,Diana Kydysiuk is growing up—and growing rich—on camera,Der 11-jährige Ukrainische YouTuber schnappt sich MrBeasts Fersen,Diana Kydysiuk wächst – und wird reich – vor der Kamera,"El ucranio YouTuber, de 11 años, que toma los talones de MrBeast",Diana Kydysiuk está creciendo —y haciéndose rica— en cámara,Le YouTuber ukrainien de 11 ans s'écrase sur les talons de M. Beast,Diana Kydysiuk grandit – et s'enrichit – sur la caméra,"11岁的乌克兰YouTuTube在Mbeast的脚后摇摇欲坠,","Diana Kydysiuk正在成长,"
7,Who is ahead in the global tech race?,A ranking of 25 countries shows that the West is in a precarious spot,Wer ist im globalen Tech-Rennen voraus?,"Eine Rangliste von 25 Ländern zeigt, dass der Westen in einer prekären Lage ist",¿Quién está por delante en la carrera tecnológica global?,Un ranking de 25 países muestra que Occidente está en un lugar precario,Qui est en tête de la course technologique mondiale ?,Un classement de 25 pays montre que l'Occident est dans une situation précaire,谁是全球技术竞赛的先锋?,"25个国家的排名显示,西方处于不稳定的境地。"
8,How much protein do you really need?,"Unless you are older or want bigger muscles, you’re probably getting enough",Wie viel Protein brauchen Sie wirklich?,"Wenn du nicht älter bist oder größere Muskeln willst, wirst du wahrscheinlich genug",¿Cuánta proteína necesitas?,"A menos que seas mayor o quieras músculos más grandes, probablemente estás recibiendo suficiente",Combien de protéines avez-vous vraiment besoin ?,"Sauf si vous êtes plus vieux ou voulez de plus gros muscles, vous êtes probablement obtenir assez",你真的需要多少蛋白质?,"除非你年长或想要更大的肌肉,"
9,What to watch this weekend,"Starring athletes-turned-crime-fighters, volcanologists and exotic dancers",Was an diesem Wochenende zu sehen,"Starring Athleten-turned-crime-fighters, Vulkanologen und exotische Tänzer",Qué ver este fin de semana,"Protagonizados por atletas convertidos en luchadores del crimen, vulcanólogos y bailarines exóticos",Que regarder ce week-end,"Fighters, volcanologues et danseurs exotiques, avec des athlètes devenus criminels",这周末看什么看这个周末,主演 运动员 变换犯罪斗士 火山学家和异国舞者
