,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Bärbel Bas: Hoffnungsträgerin in der SPD,Die SPD hat ihre Parteispitze neu gewählt. Neben Lars Klingbeil ist nun Bärbel Bas im Amt. Ihr Werdegang ist eine sozialdemokratische Erfolgsgeschichte.,Bärbel Bas: Hope bearer in the SPD,"The SPD has re-elected its party leader. In addition to Lars Klingbeil, Bärbel Bas is now in office. Her career is a social democratic success story.",Bearbel Bas: SPD的希望者,社民党重新当选了党内领袖. 拉斯·克林布尔和拉尔斯·克林贝尔·巴兹贝是现任总统. 他们的当选是社会民主的成功历史.
1,SPD-Parteitag: CHP-Chef Özel hält flammende Rede in Berlin,"Deutschlands Sozialdemokraten haben einen Gast aus der Türkei: Der Vorsitzende der oppositionellen CHP, Özgür Özel, fordert Solidarität - und bekommt sie von den SPD-Delegierten.",SPD Party Day: CHP boss Özel gives flaming speech in Berlin,"Germany's Social Democrats have a guest from Turkey: the chairman of the opposition CHP, Özgür Özel, demands solidarity - and receives it from the SPD delegates.",党内党内党代言:CHP主席欧祖尔在柏林发表了热烈的演讲,"德国社会民主党有来自土耳其的来宾:党卫军主席奥兹鲁斯,要求团结一致,并由社民党代表提供."
2,SPD-Chefin Esken gibt ihren Posten auf,Die Sozialdemokratische Partei Deutschlands steht vor einer personellen Neuaufstellung: Saskia Esken hat ihren Rückzug aus der SPD-Doppelspitze angekündigt. Die Nachfolge scheint schon geklärt.,SPD boss Esken gives up her post,The Social Democratic Party of Germany is facing a new personnel composition: Saskia Esken has announced her withdrawal from the SPD double-head. The succession seems to have already been clarified.,社民党首席执行官Eske已经辞职了,德国社会民主党正面临一次人道的重新安置:斯堪的亚·埃斯科已经宣布他们从社民党的顶层撤退. 继任者似乎已经确定了.
3,SPD-Manifest fordert Wiederannäherung an Russland,Eklat in der SPD: Prominente Politiker stellen die Außen- und Sicherheitspolitik der eigenen Parteispitze in Frage - und damit die der Regierung.,SPD Manifesto calls for a new approach to Russia,Eclat in the SPD: Prominent politicians question the foreign and security policy of their own party leaders - and thus that of the government.,社民党管理层要求俄罗斯重新接近,"社民党的Eklat:名人政客对党内领导人的外交和安全政策提出质疑,从而对政府提出质疑."
4,Zehntausende bei Pride-Marsch in Budapest,Machtprobe an der Donau: Die LGBTQ-Community ignoriert die Warnungen von Ungarns Regierungschef Viktor Orban und versammelt sich zum Budapester CSD.,Tens of thousands at Pride-Marsch in Budapest,Test of power on the Danube: The LGBTQ community ignores the warnings of Hungary's head of government Viktor Orban and gathers to the Budapest CSD.,在布達佩斯的普萊德 -馬歇爾有成千上萬人在布達佩斯,"在多诺河上进行权力测试:LGBTQ -Community无视匈牙利领导人维克多·欧班的警告,并聚集在布达佩斯的CSD."
5,"Guterres verlangt ""politischen Mut"" für Gaza-Feuerpause",UN-Generalsekretär António Guterres will die Gunst der Stunde nutzen: Nach der Vereinbarung zwischen Israel und dem Iran müssten auch in dem abgeriegelten Palästinensergebiet die Waffen schweigen.,"Guterres demands ""political courage"" for Gaza fire break","UN Secretary-General António Guterres wants to take advantage of the opportunity: According to the agreement between Israel and Iran, weapons would also have to remain silent in the sealed Palestinian area.","更好的""政治勇气""要求加沙停火","联合国秘书长安特尼奥·布特雷斯想利用这个时刻:根据以色列与伊朗的协议,在被封锁的巴勒斯坦领土内,也必须保持武器的沉默."
6,Ruanda und DR Kongo schließen Friedensabkommen,"Nicht nur UN-Chef Guterres ist voll des Lobes: Die Außenminister Ruandas und der Demokratischen Republik Kongo haben in Washington ein Friedensabkommen unterzeichnet. Vermittler, aber auch Nutznießer sind die USA.",Rwanda and DR Congo conclude peace agreements,Not only UN leader Guterres is full of praise: the Foreign Ministers of Rwanda and the Democratic Republic of the Congo have signed a peace agreement in Washington. Mediators and beneficiaries are the US.,卢旺达和刚果民主共和国达成和平协议,"不仅联合国领导人好哥儿们,还有卢旺达外交部长和刚果民主共和国外交部长 在华盛顿特区签署了一项和平协定. 调解人,但受益人也是美国."
7,News kompakt: Schwerer Dämpfer für Vizekanzler Klingbeil,Die deutschen Sozialdemokraten haben ihre Parteispitze neu gewählt. Ruanda und die Demokratische Republik Kongo unterzeichnen ein Friedensabkommen. Das Wichtigste in Kürze.,News compact: Heavy damper for vice chancellor Klingbeil,The German Social Democrats have re-elected their party leader. Rwanda and the Democratic Republic of Congo sign a peace agreement.,新闻总结:对副总理克林布尔的严重挫折.,"德国社会民主党重新当选了党内领袖. 卢旺达和刚果民主共和国正在签署一项和平协定. 最重要的是,很快."
8,Manosphere: Wie Frauenhass Klicks bringt,"Frauenfeindliche Influencer feiern Erfolge mit Millionenpublikum, propagieren toxische Männlichkeitsbilder und stellen Frauen als minderwertig dar. Was steckt hinter der ""Manosphere"" - und warum ist sie so gefährlich?",Manosphere: How Women's Hatred Brings Clicks,"Anti-women influencers celebrate successes with millions of people, propagate toxic images of masculinity and portray women as inferior. What is behind the ""manosphere"" - and why is it so dangerous?",{\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}对女人的厌恶会产生怎样的反感 {\fnarial black\fs12\bord1\shad0\4aH00\fscx90\fscy110}Looks like hateing women's clicks brings.,"反对妇女的潜伏者在数以百万计的人的庆功宴上取得成功,宣传有毒的男性形象,并认为女性是低劣的. 为什么她如此危险?"
9,Proteste in Kenia: Regierung nimmt Pressefreiheit ins Visier,"Als am Mittwoch junge Kenianer gegen autoritäres Gebaren demonstrierten, wurde den Medien untersagt, live zu berichten. Für Beobachter ein gefährlicher Präzedenzfall - und zugleich ein Momentum für die Demokratie.",Protests in Kenya: Government Targets Freedom of the Press,"On Wednesday, when young Kenyans demonstrated against authoritarian behaviour, the media was forbidden to report live. For observers, a dangerous precedent - and at the same time a momentum for democracy.",肯尼亚的抗议活动:政府的目标是新闻自由.,"星期三,当肯尼亚年轻人抗议独裁统治时,媒体被禁止现场直播. 观察者是一个危险的先例,也是民主的动力."
