,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Trump to double tariffs on steel imports,The US president says increasing them to 50% will protect local industry and reduce reliance on China.,Trump verdoppelt Zölle auf Stahlimporte,"Der US-Präsident sagt, dass eine Erhöhung auf 50 % die lokale Industrie schützen und die Abhängigkeit von China verringern wird.",Trump duplicará los aranceles a las importaciones de acero,El presidente de EE.UU. dice que aumentarlos al 50% protegerá la industria local y reducirá la dependencia de China.,Trump doublera les droits de douane sur les importations d'acier,Le président américain dit que les porter à 50 % protégera l'industrie locale et réduira la dépendance à l'égard de la Chine.,对钢进口实行双重关税,"美国总统说,把它们提高到50% 将保护当地工业,减少对中国的依赖。"
1,Hegseth warns China poses 'imminent' threat to Taiwan,The US defence secretary called on Asian countries to boost spending and work with the US to deter war.,"Hegseth warnt China vor einer ""unbedenklichen"" Bedrohung für Taiwan","Der US-Verteidigungssekretär forderte die asiatischen Länder auf, die Ausgaben zu erhöhen und mit den USA zusammenzuarbeiten, um den Krieg abzuschrecken.","Hegseth advierte que China plantea una amenaza ""inminente"" a Taiwán",El secretario de defensa de EE.UU. pidió a los países asiáticos que aumentaran el gasto y trabajaran con EE.UU. para disuadir la guerra.,"Hegseth met en garde la Chine contre une menace ""imminente"" pour Taiwan",Le secrétaire américain à la défense a appelé les pays asiatiques à augmenter leurs dépenses et à travailler avec les États-Unis pour dissuader la guerre.,Heseth 警告中国对台湾构成威胁,"美国国防秘书呼吁亚洲国家增加开支,并与美国合作遏制战争。"
2,‘The mountain is coming!’: How a roaring glacier wiped out idyllic Swiss village,Nine million cubic metres of rock and ice came crashing down on Blatten after a landslide.,"„Der Berg kommt!"": Wie ein brüllender Gletscher das idyllische Schweizer Dorf ausgelöscht hat",Neun Millionen Kubikmeter Gestein und Eis stürzten nach einem Erdrutsch auf Blatten zusammen.,‘¡La montaña está llegando!’: ¡Cómo un rugiente glaciar destruyó el idílico pueblo suizo!,Nueve millones de metros cúbicos de roca y hielo cayeron en Blatten después de un deslizamiento de tierra.,« La montagne arrive ! »: Comment un glacier rugissant a détruit le village suisse idyllique,Neuf millions de mètres cubes de roche et de glace sont tombés sur Blatten après un glissement de terrain.,山山就要来临了! ”: 冰川的咆哮如何摧毁了瑞士的犹太村落。,九百万立方米的岩石和冰层 在滑坡后在布拉顿坠落
3,Healey expects UK to spend 3% of GDP on defence by 2034,"A government source says the defence secretary has ""full confidence"" in Labour's plans to increase defence spending.","Healey erwartet, dass das Vereinigte Königreich bis 2034 3% des BIP für die Verteidigung ausgibt","Eine Regierungsquelle sagt, der Verteidigungsminister habe ""vollständiges Vertrauen"" in die Pläne von Labour, die Verteidigungsausgaben zu erhöhen.",Healey espera que el Reino Unido gaste el 3% del PIB en defensa para 2034,"Una fuente del gobierno dice que el secretario de defensa tiene ""total confianza"" en los planes de los laboristas para aumentar el gasto en defensa.",Healey s'attend à ce que le Royaume-Uni consacre 3 % du PIB à la défense d'ici 2034.,"Selon une source gouvernementale, le secrétaire à la défense a « pleine confiance » dans les plans du travail visant à augmenter les dépenses de défense.",Healey预期英国到2034年国防开支将占国内生产总值的3%用于国防,"一位政府人士表示, 国防秘书对劳工局增加国防开支的计划“充满信心”。"
4,North and South Korea are in an underground war - Kim Jong Un might now be winning,The neighbouring countries have long been embroiled in a war of information. But has there been a recent shift in who has the ‘upper hand’?,Nord- und Südkorea befinden sich in einem Untergrundkrieg - Kim Jong Un könnte jetzt gewinnen,"Die Nachbarländer sind seit langem in einen Informationskrieg verwickelt, aber gibt es in jüngster Zeit eine Verschiebung, wer hat die „obere Hand""?",Corea del Norte y Corea del Sur están en una guerra clandestina - Kim Jong Un ahora podría estar ganando,"Los países vecinos han estado durante mucho tiempo envueltos en una guerra de información, pero, ¿ha habido un cambio reciente en quién tiene la ""manos arriba""?",La Corée du Nord et du Sud sont dans une guerre clandestine - Kim Jong Un pourrait maintenant gagner,"Les pays voisins sont depuis longtemps mêlés à une guerre de l'information, mais y a-t-il eu un changement récent dans la main supérieure?",北韩和南韩正处在地下战争中 金正恩现在可能胜利了,邻国长期卷入信息战。 但最近谁拥有“上手 ” ?
5,Teenager and two adults killed in M5 crash,A second child has been taken to hospital after sustaining serious injuries.,Jugendliche und zwei Erwachsene bei M5-Absturz getötet,Ein zweites Kind wurde nach schweren Verletzungen ins Krankenhaus gebracht.,Adolescente y dos adultos muertos en el accidente de M5,Un segundo niño ha sido llevado al hospital después de sufrir lesiones graves.,Adolescents et deux adultes tués dans l'accident du M5,Un deuxième enfant a été conduit à l ' hôpital après avoir subi de graves blessures.,在M5坠机中丧生的青少年和两名成人,第二个儿童在严重受伤后被送往医院。
6,Breakthrough cancer drug doubles survival in trial,An international study found immunotherapy before surgery could give patients extra years of life.,Durchbruch Krebsmedikament verdoppelt das Überleben in der Studie,Eine internationale Studie fand Immuntherapie vor der Operation könnte Patienten zusätzliche Jahre des Lebens geben.,El fármaco contra el cáncer de vanguardia duplica la supervivencia en el ensayo,Un estudio internacional encontró inmunoterapia antes de la cirugía podría dar a los pacientes más años de vida.,Le médicament perturbateur double la survie au cours de l'essai,Une étude internationale a trouvé l'immunothérapie avant la chirurgie pourrait donner aux patients plus d'années de vie.,突破癌症药物在试验中双重生存,"一项国际研究发现,在手术给病人增加生命年限之前,先进行免疫疗法。"
7,"School leavers party for weeks on midnight buses, and Norway says it's gone too far",Traditions have changed over the years and now teenagers are spending fortunes on hiring party buses.,"Schulabgänger feiern wochenlang mit Mitternachtsbussen, und Norwegen sagt, es sei zu weit gegangen",Die Traditionen haben sich im Laufe der Jahre geändert und jetzt geben Jugendliche Vermögen für die Einstellung Partybusse aus.,"Los que abandonan la escuela hacen una fiesta durante semanas en autobuses de medianoche, y Noruega dice que ha ido demasiado lejos.",Las tradiciones han cambiado a lo largo de los años y ahora los adolescentes están gastando fortunas en la contratación de autobuses de fiesta.,"Fête des sortants de l'école pendant des semaines sur les bus de minuit, et la Norvège dit que c'est allé trop loin",Les traditions ont changé au fil des ans et maintenant les adolescents dépensent des fortunes dans l'embauche de bus de fête.,在午夜巴士上办了几个星期的离校派对 挪威说太远了,"传统多年来已经改变, 现在青少年正在花钱雇用派对巴士。"
8,PSG are on the brink of glory - can they make it?,Luis Enrique's thrilling young Paris St-Germain side are on the verge of history. Phil McNulty explains how they got there.,PSG stehen am Rande des Ruhmes - können sie es schaffen?,"Luis Enriques spannende junge Paris St-Germain-Seite steht am Rande der Geschichte. Phil McNulty erklärt, wie sie dorthin gekommen sind.","El PSG está al borde de la gloria, ¿pueden hacerlo?",El emocionante lado joven de Luis Enrique en St-Germain está al borde de la historia. Phil McNulty explica cómo llegaron allí.,PSG sont au bord de la gloire - peuvent-ils y arriver?,Le jeune Paris St-Germain de Luis Enrique est au bord de l'histoire. Phil McNulty explique comment ils y sont arrivés.,PSG正处于荣耀的边缘 - 他们能做到吗?,Luis Enrique令人兴奋的巴黎圣葛曼一面正处在历史的边缘。Phil McNulty解释了他们是如何到达那里的。
9,How Bondi mass killer slipped through the cracks in Australia,"An inquest is examining whether there were ""missed opportunities"" to stop Joel Cauchi's stabbing rampage.",Wie Bondi Massenmörder durch die Risse in Australien rutschte,"Eine Untersuchung untersucht, ob es ""vermißte Gelegenheiten"" gab, Joel Cauchis Stichschlag zu stoppen.",Cómo Bondi asesino masivo se deslizó a través de las grietas en Australia,"Una investigación está examinando si hubo ""oportunidades perdidas"" para detener el ataque a puñaladas de Joel Cauchi.",Comment Bondi tueur de masse a glissé dans les fissures en Australie,Une enquête porte sur la question de savoir s'il y a eu des « occasions manquées » d'empêcher Joel Cauchi d'être poignardé.,Bondi集体杀手如何从澳洲的裂缝中溜走,调查正在调查是否有“错失机会”来阻止乔尔·考奇的刺伤暴行。
