,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Merz trifft am Donnerstag Trump im Weißen Haus,"Es hat etwas gedauert, aber jetzt hat der Kanzler endlich einen Termin im Weißen Haus. Nach Kyjiw dürfte es die wichtigste Reise in den ersten Wochen seiner Amtszeit werden.",Merz meets Trump at the White House on Thursday,"It took some time, but now the chancellor finally has an appointment in the White House. It should be the most important trip to Kyyiv in the first weeks of his term.",梅兹星期四在白宫见特朗普,"花了点时间,但现在议长终于在白宫预约了. 在京城之后,这将是他任期首周最重要的旅行."
1,News kompakt: Merz spricht Einladung an Trump aus,Der neue Bundeskanzler hat ein erstes Telefonat mit dem US-Präsidenten geführt. Zum 80. Mal feiert Moskau den Sieg der Sowjetunion über Nazi-Deutschland. Das Wichtigste in Kürze.,News compact: Merz gives invitation to Trump,The new chancellor conducted a first telephone call with the US President. For the 80th time Moscow celebrates the victory of the Soviet Union over Nazi Germany. The most important thing in brief.,新闻报道: Merz正在向特朗普发出邀请,"新的德国总理和美国总统进行了第一次通话. 莫斯科80周年纪念苏联在纳粹德国的胜利. 最重要的是,即将到来."
2,Die außenpolitischen Baustellen des Friedrich Merz,"Die künftige Bundesregierung dürfte dank kreditfinanzierter Sondervermögen viel finanziellen Spielraum haben. Doch es warten große außenpolitische Herausforderungen auf sie, und fast alle haben mit Donald Trump zu tun.",The foreign-policy construction sites of Friedrich Merz,"The future federal government is likely to have a lot of financial room for manoeuvre thanks to loan-financed special assets. However, there are major foreign policy challenges waiting for them, and almost all of them have to do with Donald Trump.",Friedrich Merz的外交政策工程,"未来的联邦政府可能有很多财政空间,因为有贷款支持的特许权. 但是,他们正面临巨大的外交政策挑战,几乎所有人都与唐纳德·特朗普有关."
3,USA kein Partner mehr? Bundeswehr soll aufgerüstet werden,Nach dem Eklat im Weißen Haus zwischen dem ukrainischen Präsident Selenskyj und US-Präsident Trump sowie seinem Vize Vance ist das politische Berlin geschockt und will Milliarden in die Verteidigung stecken.,USA no longer a partner? Bundeswehr should be upgraded,"After the White House eclad between Ukrainian President Selenskyj and US President Trump as well as his Vice-President Vance, political Berlin is shocked and wants to put billions in defense.",美国不再有伙伴了?,"乌克兰总统塞尔恩斯基和美国总统特朗普以及副总统凡斯之间 在白宫发生暴动后,柏林政治局震惊不已"
4,Sexuelle Gewalt: 40 Jahre Haft für Paramilitärs in Guatemala,Mehr als vier Jahrzehnte nach den Taten widerfuhr den Opfern sexueller Gewalt nun Gerechtigkeit. Während des Bürgerkriegs in dem mittelamerikanischen Land wurden Vergewaltigungen systematisch als Waffe eingesetzt.,Sexual violence: 40 years in prison for paramilitaries in Guatemala,"More than four decades after the actions, the victims of sexual violence now suffered justice. During the civil war in the Central American country, rapes were systematically used as a weapon.",危地马拉的准军事监狱服刑40年,"在美国内战期间,强奸行为被系统地用作武器. 性暴力受害的受害者已经进行了40多年之久的暴力活动. 在美国内战期间,强奸行为被系统地用作武器."
5,IAEA: Iran besitzt immer mehr fast waffentaugliches Uran,Die Internationale Atomenergie-Organisation schlägt Alarm: Die Islamische Republik hat ihr Atomprogramm erheblich forciert. Die Inspektoren werfen Teheran auch Behinderung vor. Das könnte weitreichende Folgen haben.,IAEA: Iran has more and more almost weapons-grade uranium,The International Atomic Energy Agency is calling for an alarm: the Islamic Republic has pushed its nuclear program considerably. The inspectors also accuse Tehran of impediment. This could have far-reaching consequences.,"国际原子能机构:伊朗的铀数量越来越大,几乎可以携带武器.","国际原子能机构发出警报:伊斯兰共和国大力推进了其核计划,检查员也指控德黑兰妨碍行动,这可能造成深远后果"
6,Pentagon-Chef warnt vor Bedrohung durch China,"Besonders Taiwan stehe im Fokus der Volksrepublik, sagt US-Verteidigungsminister Pete Hegseth beim Shangri-La-Dialog in Singapur. Für Washington habe die Indopazifik-Region weiterhin höchste Priorität.",Pentagon chief warns of threat from China,"Taiwan is the focus of the People's Republic in particular, says US Secretary of Defense Pete Hegseth at the Shangri La Dialogue in Singapore. Washington continues to place the Indo-Pacific region in the highest priority.",五角大楼局长警告说中国有威胁,"台湾尤其是人民共和国的焦点,美国国防部长彼得·海格斯在新加坡的香格里拉对话中说. 华盛顿的印度尼西亚地区仍然是最优先的."
7,News kompakt: Trump erhöht Zölle für Stahl und Aluminium,Die Abgaben für Stahl- und Aluminium-Importe in die USA sollen sich ab kommender Woche verdoppeln. Israel und die islamistische Hamas könnten einer Feuerpause näher kommen. Das Wichtigste in Kürze.,News compact: Trump increases tariffs for steel and aluminium,The charges for steel and aluminium imports to the US are expected to double next week. Israel and Islamist Hamas could come closer to a ceasefire.,最新消息:特朗普提高钢铁和铝的关税,"以色列和伊斯兰哈马斯可能离停火更近. 最重要的是,即将到来."
8,Frankreich: Missbrauchstäter Joel Le Scouarnec und die Wut der Opfer,"Sexuelle Gewalt gegen Kinder: Der Prozess gegen den Arzt, der fast 300 Patienten missbraucht hat, erschüttert Frankreich. Opferverbände beklagen Versäumnisse und Vertuschungen und fordern härtere Strafen.",France: abuser Joel Le Scouarnec and the anger of the victims,"Sexual violence against children: The trial against the doctor, who has abused almost 300 patients, shocks France. Victim associations complain of omissions and cover-ups and demand tougher penalties.",法国:虐待犯Joel Le Scorunec 和受害者的愤怒,"对儿童的性暴力:对侵犯300名病人的医生的审判震惊了法国. 受害者的不当行为和掩盖,并要求更严厉的惩罚."
9,Visakrise: Trumps Harvard-Hass und die Angst indischer Studenten,"""Harvard ist ohne internationale Studenten nicht Harvard"": Studierende der US-Elite-Uni wehren sich gegen Visaentzug und Willkür der US-Behörden. Die DW sprach mit Akademikern aus Indien, die besonders betroffen sind.",Visa Crisis: Trump's Harvard Hatred and the Fear of Indian Students,"""Harvard is not Harvard without international students"": students from the U.S. elite university resist visa withdrawal and arbitrariness of the U.S. authorities. The DW spoke with academics from India, who are particularly affected.",签证危机: 特朗普的哈佛恐惧症和对印度学生的恐惧,"""哈瓦德没有国际学生就不是哈佛大学了:美国精英大学的毕业生反对取消签证,反对美国当局的申请. """
10,Neue Hoffnung: Uganda bekämpft Malaria mit genmanipulierten Mücken,Wissenschaftler in Uganda wollen mit gentechnisch veränderten Mücken Malaria ausrotten. Bald sind die ersten Feldversuche geplant. Könnten die Tiere zur großen Hoffnung im Kampf gegen Malaria werden?,New hope: Uganda fights malaria with genetically manipulated mosquitoes,Scientists in Uganda want to eradicate malaria with genetically modified mosquitoes. Soon the first field trials are planned. Could the animals become a great hope in the fight against malaria?,新希望:乌干达用基因蚊子来防治疟疾,乌干达的科学家们希望用基因改造的蚊子消灭疟疾. 很快他们就会开始进行第一次实地试验. 这些动物能成为对抗疟疾的重大希望吗?
11,Im DW-Interview: Isabel dos Santos schaltet auf Angriff,"Isabel dos Santos, Tochter eines früheren angolanischen Staatschefs, wurde als Afrikas erste Milliardärin bekannt. Seit 2017 steht sie unter Korruptionsverdacht. Im DW-Interview macht sie hingegen der Regierung Vorwürfe.",In the DW interview: Isabel dos Santos switches to attack,"Isabel dos Santos, daughter of a former Angolan leader, became known as Africa's first billionaire. Since 2017, she has been suspected of corruption. In the DW interview, however, she blames the government.",在DW的采访中 伊莎贝尔·多斯·桑托斯 (伊莎贝尔·桑托斯) 录取了攻击,"非洲第一个亿万富翁,自2017年以来,她一直处于腐败的边缘. 在DW访问中,她指责政府."
12,Deutschland will es Migranten schwerer machen,"Familiennachzug stoppen, ""Turbo""-Einbürgerung abschaffen - Fakten, Fragen und Antworten zu aktuellen Gesetzesvorlagen der Bundesregierung.",Germany wants to make it harder for migrants,"Stop family reunification, abolish ""Turbo"" naturalisation - facts, questions and answers on current legislative proposals of the Federal Government.",德国想让移民更难处理,"阻止家庭退休,取消""图博公民"" - - 有关联邦政府现行立法草案的事实,问题和答案"
13,Deutschland tritt ein für Nachhaltigkeit und multilaterale Lösungen,"Die Parlamentarische Staatssekretärin im Entwicklungsministerium (BMZ), Dr. Bärbel Kofler, ist zu einer fünftägigen Reise nach Côte d'Ivoire aufgebrochen. Dort findet ab heute die 60. Jahrestagung der afrikanischen Entwicklungsbank statt (AfDB). Im Mittelpunkt der Konferenz steht die Wahl einer neuen AfDB-Präsidentin / eines neuen -Präsidenten. Die Abstimmung hat eine besondere Bedeutung angesichts der großen Herausforderungen, vor denen der afrikanische Kontinent steht [...].",Germany advocates sustainability and multilateral solutions,"The Parliamentary State Secretary at the Ministry of Development (BMZ), Dr. Bärbel Kofler, has set out on a five-day trip to Côte d'Ivoire, where the 60th Annual Meeting of the African Development Bank (AfDB) will take place from today. The conference will focus on the election of a new AfDB President. The vote is particularly important given the major challenges facing the African continent [...].",德国支持可持续性和多边解决方案,"从今天开始,非洲开发银行60周年纪念 (AfDB) 将举行会议,选举一位新的总统/新任总统. 投票对于非洲大陆面临的重大挑战尤其重要."
14,Entwicklungsministerin Reem Alabali-Radovan und UNICEF-Exekutivdirektorin Catherine Russell sprechen zur Lage der Kinder in Gaza,"Heute haben Entwicklungsministerin Reem Alabali-Radovan und UNICEF-Exekutivdirektorin Catherine Russell im Rahmen eines Telefonates über die Lage der Kinder in Gaza gesprochen. Angesichts der sich weiter zuspitzenden Notlage waren sich beide einig, dass die Lage der Zivilbevölkerung und insbesondere der Kinder katastrophal ist und weitere Hilfslieferungen dringend bei den Menschen in Gaza ankommen müssen.",Development Minister Reem Alabali-Radovan and UNICEF Executive Director Catherine Russell talk about the situation of children in Gaza,"Today, Development Minister Reem Alabali-Radovan and UNICEF Executive Director Catherine Russell talked about the situation of the children in Gaza as part of a telephone call. In view of the increasing plight, both agreed that the situation of the civilian population, especially the children, is catastrophic and that further aid must urgently be delivered to the people of Gaza.",发展部长莱姆·阿拉巴利-拉多万 儿童基金会执行主任凯瑟琳·罗素 为加沙儿童的境况发言,"今天,发展部长雷姆·阿拉巴利-拉多万和儿童基金会首席执行官凯瑟琳·拉塞尔 (Catherine Russell) 在电话中讨论了加沙儿童的境况. 由于情况不断恶化,双方都一致认为,平民,特别是儿童的境况是灾难性的,他们急需更多的援助,到加沙人民那里去."
15,UN Women bezieht Büro in Bonn,"Seit April 2025 gibt es ein neues Büro der Vereinten Nationen in Bonn. Mit der Repräsentanz von UN Women arbeiten nun 27 Organisationen der UN auf dem Bonner UN Campus. Entwicklungsministerin Reem Alabali-Radovan betont: „Als erster Dienstsitz des Entwicklungsministeriums hat Bonn für die deutsche Entwicklungspolitik ohnehin schon eine besondere Bedeutung. Mit der Ansiedlung von UN Women wächst das Gewicht der Bundesstadt als Standort für die internationale Zusammenarbeit weiter. (...)""",UN Women moves to Bonn office,"Since April 2025, there has been a new United Nations office in Bonn. With the UN Women representative office, 27 UN organizations are now working on the UN campus in Bonn. Development Minister Reem Alabali-Radovan stresses: ""As the first official office of the Ministry of Development, Bonn is already of particular importance for German development policy. With UN Women's settlement, the weight of the federal city continues to grow as a location for international cooperation. (...)""",联合国在波恩的办公厅负责联合国妇女事务,"从2025年4月起,联合国在波恩成立了新的联合国办事处. 联合国妇女代表机构现已在波恩联合国校园工作27个组织. 发展部部长莱姆·阿拉巴里-拉多万强调,作为发展部首位官员,波恩已经对德国发展政策具有重大意义. 联合国在波恩的定居,联邦城市的重量继续增加,作为国际合作的地点. (...)"
16,"Ministerin Alabali-Radovan zum Abschlussbericht der Kommission ""Welt im Umbruch – Deutschland und der Globale Süden""","Ministerin Alabali-Radovan: „Der Bericht ist ein wertvoller Beitrag für eine bessere Politik. Er zeigt auf, was Deutschland tun kann, um sich auf die rasanten Veränderungen in der Welt einzustellen. Es geht darum, Deutschlands Platz in der Welt zu festigen. Dabei kommt es auf verlässliche Partnerschaften an, gerade auch mit den Ländern Afrikas, Asiens und Lateinamerikas. Die Entwicklungspolitik spielt dabei eine Schlüsselrolle. Sie ist gemeinsam mit Diplomatie und Verteidigungspolitik Teil einer umfassenden, ganzheitlich verstandenen deutschen Sicherheitspolitik. (...)""","Minister Alabali-Radovan on the Commission's Final Report ""World in Transition – Germany and the Global South""","Minister Alabali-Radovan: ""The report is a valuable contribution to a better policy. It shows what Germany can do to adapt to the rapid changes in the world. It is about consolidating Germany's place in the world. It depends on reliable partnerships, especially with the countries of Africa, Asia and Latin America. Development policy plays a key role here. Together with diplomacy and defence policy, it is part of a comprehensive, holistic German security policy. (...)""",阿拉巴利 -拉多万部长 为德国和南方世界大革命委员会的最后报告,"阿拉巴利-拉多万部长:这份报告是改善政策的宝贵贡献. 它表明德国可以做些什么来适应世界快速的变化. 这是为了巩固德国在世界的地位. 这取决于可靠的伙伴关系,包括与非洲,亚洲和拉丁美洲国家建立的伙伴关系. 发展政策起着关键作用. 它与外交和国防政策一起,是全面理解的德国安全政策的一部分."
